Node	hg38_symbol	hg38_ensgid	Degree Centrality	Betweenness Centrality
9606.ENSP00000449089	DNM1L	ENSG00000087470	0.0225208072675841	0.00044109998734
9606.ENSP00000379386	LDHB	ENSG00000111716	0.0155578523635968	0.0002285219064768
9606.ENSP00000242067	BBS9	ENSG00000122507	0.0047870314964913	1.7069309923643344e-05
9606.ENSP00000304283	RAC3	ENSG00000169750	0.039710602186803	0.0006587538631141
9606.ENSP00000373905	DNM2	ENSG00000079805	0.0260022847195778	0.0007006998426676
9606.ENSP00000397351	GRID2IP	ENSG00000215045	0.0357395419681227	0.0005974809020015
9606.ENSP00000249923	COPB1	ENSG00000129083	0.0213784474786487	0.0003903591206699
9606.ENSP00000402346	COPG2	ENSG00000158623	0.0142522983190991	9.770510807087312e-05
9606.ENSP00000314615	ARFGAP1	ENSG00000101199	0.0107708208671054	0.0001220494335818
9606.ENSP00000341247	GSPT2	ENSG00000189369	0.0227927976935211	0.0001106798375289
9606.ENSP00000405963	RASGRF1	ENSG00000058335	0.011532394059729	7.652241550802524e-05
9606.ENSP00000263088	PLD2	ENSG00000129219	0.0091932763966708	0.0002714341168889
9606.ENSP00000362751	RABGAP1	ENSG00000011454	0.0067997606484251	6.158091675503386e-05
9606.ENSP00000361263	RAPGEF1	ENSG00000107263	0.0112060055486046	8.928211712559989e-05
9606.ENSP00000485140	ENSG00000279058	ENSG00000279058	0.0026111080889952	1.5107496840430329e-06
9606.ENSP00000314649	ALDH5A1	ENSG00000112294	0.0042430506446173	2.195389566982394e-05
9606.ENSP00000463393	SEC22B	ENSG00000265808	0.0198009030082141	0.0005686169087033
9606.ENSP00000453858	ENSG00000137843	ENSG00000137843	0.0113148017189794	3.158837121835463e-05
9606.ENSP00000379712	IQSEC2	ENSG00000124313	0.0043518468149921	3.640173320013838e-05
9606.ENSP00000380334	NCF4	ENSG00000100365	0.0124027634227275	4.687402549219072e-05
9606.ENSP00000377233	ARAP1	ENSG00000186635	0.0032094870260566	8.633598267590492e-06
9606.ENSP00000274364	IQGAP2	ENSG00000145703	0.026981450252951	0.0001757339146744
9606.ENSP00000259351	RALGPS1	ENSG00000136828	0.0076701300114235	1.1553473682617698e-05
9606.ENSP00000313869	GORASP1	ENSG00000114745	0.0114235978893542	0.0001947948814548
9606.ENSP00000347244	ITSN2	ENSG00000198399	0.025893488549203	0.0005000561090839
9606.ENSP00000394888	DOCK8	ENSG00000107099	0.0095740629929826	4.845037563631615e-05
9606.ENSP00000236709	A4GNT	ENSG00000118017	0.0005983789370614	1.6873331690322576e-06
9606.ENSP00000457991	PHLPP2	ENSG00000040199	0.0224120110972093	0.0001901323750451
9606.ENSP00000316845	ARHGEF4	ENSG00000136002	0.0116955883152913	3.3423660656023874e-05
9606.ENSP00000349588	ANK2	ENSG00000145362	0.0145786868302235	0.0001823197403788
9606.ENSP00000263816	LRP2	ENSG00000081479	0.0112060055486046	0.000389315971517
9606.ENSP00000327694	AP2A2	ENSG00000183020	0.0220856225860849	0.0004451955932046
9606.ENSP00000220676	RP1	ENSG00000104237	0.0102812381004188	0.0001029984345046
9606.ENSP00000332454	RIPK4	ENSG00000183421	0.0276342272751999	0.0004036410705993
9606.ENSP00000294618	DOCK6	ENSG00000130158	0.008812489800359	3.538012377782405e-05
9606.ENSP00000352438	PCBP2	ENSG00000197111	0.0164282217265952	0.0001964253986038
9606.ENSP00000286827	TIAM1	ENSG00000156299	0.0153946581080345	0.0001634811510124
9606.ENSP00000409382	CRACR2A	ENSG00000130038	0.015993037045096	0.0001789950910697
9606.ENSP00000267622	TRIP11	ENSG00000100815	0.0050046238372409	5.995173804519884e-05
9606.ENSP00000318884	FMN2	ENSG00000155816	0.0178425719414676	6.713789265075715e-05
9606.ENSP00000274963	FGD2	ENSG00000146192	0.0083773051188598	1.1152963307427666e-05
9606.ENSP00000295256	HPGDS	ENSG00000163106	0.0286133928085731	0.0016375618534267
9606.ENSP00000479844	RASGRP4	ENSG00000171777	0.009356470652233	4.237236641979679e-05
9606.ENSP00000480707	COPZ2	ENSG00000005243	0.0054942066039275	8.659477138226368e-06
9606.ENSP00000384192	RASGRP3	ENSG00000152689	0.0106620246967306	5.430911312125185e-05
9606.ENSP00000403323	ARHGAP27	ENSG00000159314	0.0131099385301637	4.418266439624622e-05
9606.ENSP00000352995	ARHGEF18	ENSG00000104880	0.0104988304411684	4.88024396510177e-05
9606.ENSP00000357177	ARHGEF11	ENSG00000132694	0.0114235978893542	8.854605518125486e-05
9606.ENSP00000262225	TMED2	ENSG00000086598	0.00962846107817	0.0001405437295489
9606.ENSP00000351015	NF1	ENSG00000196712	0.0135451232116629	0.0001170262166706
9606.ENSP00000445175	LDHA	ENSG00000134333	0.0165914159821574	0.0002421525493602
9606.ENSP00000258390	DOCK10	ENSG00000135905	0.0078877223521732	1.9029109070257004e-05
9606.ENSP00000303057	PPIC	ENSG00000168938	0.0149050753413479	0.0001116319497084
9606.ENSP00000437621	HMGA2	ENSG00000149948	0.0379154653756187	0.0022039444745824
9606.ENSP00000479134	FMN1	ENSG00000248905	0.0340532013273132	0.0006642453709596
9606.ENSP00000357879	PSMD4	ENSG00000159352	0.0255127019528912	0.0005873172353913
9606.ENSP00000405965	SUMO2	ENSG00000188612	0.0626665941358864	0.0021670328419464
9606.ENSP00000358582	AP4B1	ENSG00000134262	0.0140891040635369	7.2454513471648e-05
9606.ENSP00000225567	GOSR2	ENSG00000108433	0.0083229070336724	5.982966814559987e-05
9606.ENSP00000158762	ACAP1	ENSG00000072818	0.0036990697927432	8.210583217521e-06
9606.ENSP00000427793	WWP1	ENSG00000123124	0.0188217374748408	0.0003495626900575
9606.ENSP00000318635	SUMO4	ENSG00000177688	0.0508622096502203	0.0010762918026115
9606.ENSP00000329471	KDELR1	ENSG00000105438	0.0051678180928031	1.7768165794604804e-05
9606.ENSP00000322419	RPLP2	ENSG00000177600	0.0221400206712723	8.459862467066943e-05
9606.ENSP00000336666	AP1S1	ENSG00000106367	0.007996518522548	8.839032383130331e-05
9606.ENSP00000350386	CHM	ENSG00000188419	0.011260403633792	4.113469294273741e-05
9606.ENSP00000324287	ACAP2	ENSG00000114331	0.0039710602186803	6.579978205262864e-06
9606.ENSP00000466898	LPPR2	ENSG00000105520	0.001359952129685	1.1532075665251578e-05
9606.ENSP00000222547	BET1	ENSG00000105829	0.008812489800359	6.141278733366654e-05
9606.ENSP00000236192	VAMP4	ENSG00000117533	0.0149594734265353	0.0001774441302979
9606.ENSP00000256935	DOCK2	ENSG00000134516	0.011260403633792	8.471013315921982e-05
9606.ENSP00000398481	CADPS2	ENSG00000081803	0.0016863406408094	5.45948880689122e-06
9606.ENSP00000255194	AP3B1	ENSG00000132842	0.0220312245008975	0.0005021195538981
9606.ENSP00000347979	FAS	ENSG00000026103	0.0064733721373007	8.784724486297834e-05
9606.ENSP00000354718	AKAP13	ENSG00000170776	0.0134363270412881	0.0001254411608431
9606.ENSP00000398560	SPATA13	ENSG00000182957	0.0118043844856661	3.473982611974347e-05
9606.ENSP00000334100	EXOC7	ENSG00000182473	0.0138171136375999	0.0002018989590106
9606.ENSP00000347464	GIT2	ENSG00000139436	0.0093020725670456	7.564413885223887e-05
9606.ENSP00000269571	ERBB2	ENSG00000141736	0.0297557525975085	0.0015344919558957
9606.ENSP00000444357	OTUB1	ENSG00000167770	0.0230103900342707	0.0004567288529605
9606.ENSP00000451752	SPTB	ENSG00000070182	0.0120219768264157	0.0001071036033258
9606.ENSP00000483825	IKBKG	ENSG00000269335	0.0223032149268345	0.0012265551780564
9606.ENSP00000400972	AGAP6	ENSG00000204149	0.0026111080889952	1.5107496840430329e-06
9606.ENSP00000265080	RASGRF2	ENSG00000113319	0.010444432355981	3.8544052024048354e-05
9606.ENSP00000307940	EEF2	ENSG00000167658	0.0542892890170266	0.0010311815630062
9606.ENSP00000418401	SRPRB	ENSG00000144867	0.0123483653375401	0.0001605669836634
9606.ENSP00000360183	STX16	ENSG00000124222	0.0102812381004188	7.581690292647065e-05
9606.ENSP00000299601	LEO1	ENSG00000166477	0.0224120110972093	0.0003560525170829
9606.ENSP00000381565	DIAPH1	ENSG00000131504	0.0124571615079149	6.765106661049226e-05
9606.ENSP00000367828	ITM2B	ENSG00000136156	0.0382418538867431	0.0026578861603779
9606.ENSP00000279036	PIGT	ENSG00000124155	0.0023391176630582	5.129600846455748e-05
9606.ENSP00000233078	DAZAP1	ENSG00000071626	0.0104988304411684	8.265050126755791e-05
9606.ENSP00000361824	SPTAN1	ENSG00000197694	0.0196921068378393	0.0003427044802607
9606.ENSP00000379191	CD59	ENSG00000085063	0.0083773051188598	0.0001768224475182
9606.ENSP00000245157	BBS2	ENSG00000125124	0.0060925855409889	4.775096527946859e-05
9606.ENSP00000387286	RAB1A	ENSG00000138069	0.0235543708861448	0.0006826638082764
9606.ENSP00000303145	TMED10	ENSG00000170348	0.0135995212968503	0.0003281969181299
9606.ENSP00000223369	YKT6	ENSG00000106636	0.0194201164119023	0.0003753310832478
9606.ENSP00000317272	MET	ENSG00000105976	0.026981450252951	0.0007638616185297
9606.ENSP00000442682	ADAP1	ENSG00000105963	0.0055486046891149	8.703518680534808e-05
9606.ENSP00000280333	DOCK1	ENSG00000150760	0.0137083174672251	0.0001561974288337
9606.ENSP00000301071	TUBA1A	ENSG00000167552	0.0348147745199369	0.0012365665791327
9606.ENSP00000342793	PLD1	ENSG00000075651	0.009084480226296	0.0002608202734818
9606.ENSP00000349291	TBC1D9B	ENSG00000197226	0.0046238372409291	1.9027604827419183e-05
9606.ENSP00000296674	RPS23	ENSG00000186468	0.0343251917532502	0.0001782429656155
9606.ENSP00000388996	AP1M1	ENSG00000072958	0.0153946581080345	0.0002319708655332
9606.ENSP00000307634	AGAP1	ENSG00000157985	0.0044606429853669	3.7057025053796766e-05
9606.ENSP00000338864	RASGRP2	ENSG00000068831	0.009084480226296	2.882971971002605e-05
9606.ENSP00000306496	RAB33B	ENSG00000172007	0.0089212859707338	5.027669112565029e-05
9606.ENSP00000387784	SOS1	ENSG00000115904	0.0240439536528314	0.0004175215634494
9606.ENSP00000261558	AP5M1	ENSG00000053770	0.0091388783114834	3.503179017955159e-05
9606.ENSP00000301037	SGK494	ENSG00000167524	0.0167002121525322	0.0001525750843071
9606.ENSP00000376410	INF2	ENSG00000203485	0.0191481259859652	8.141162604223313e-05
9606.ENSP00000349168	HNRNPH1	ENSG00000169045	0.0652233041396942	0.0132626210550721
9606.ENSP00000448696	DTX3	ENSG00000178498	0.001359952129685	3.15553953930522e-06
9606.ENSP00000339063	EEF1A1	ENSG00000156508	0.0411249524016754	0.0008564901878987
9606.ENSP00000427567	FHDC1	ENSG00000137460	0.0177881738562802	3.837941885904107e-05
9606.ENSP00000313420	PRKDC	ENSG00000253729	0.0428112930424849	0.0009837783133873
9606.ENSP00000438085	GGA3	ENSG00000125447	0.0072349453299243	6.298512036448756e-05
9606.ENSP00000360727	RABL6	ENSG00000196642	0.0088668878855464	7.026593630555783e-05
9606.ENSP00000363207	AGAP5	ENSG00000172650	0.00271990425937	2.5151887813181057e-06
9606.ENSP00000261636	ARL1	ENSG00000120805	0.0160474351302834	0.0001501342089378
9606.ENSP00000481038	CYFIP1	ENSG00000273749	0.0139803078931621	0.0002390187350228
9606.ENSP00000482620	RAB11FIP4	ENSG00000131242	0.0025567100038078	4.104580791591209e-06
9606.ENSP00000225174	PPIF	ENSG00000108179	0.0272534406788881	0.000554575224833
9606.ENSP00000393241	RPS18	ENSG00000231500	0.0353587553718109	0.0004763925271692
9606.ENSP00000258739	KDELR2	ENSG00000136240	0.0047870314964913	2.40570541025496e-05
9606.ENSP00000408236	CYTH2	ENSG00000105443	0.0048958276668661	2.7629335388101148e-05
9606.ENSP00000217402	CHMP4B	ENSG00000101421	0.0373714845237447	0.0015475518028922
9606.ENSP00000370719	ITSN1	ENSG00000205726	0.026981450252951	0.0005920533039006
9606.ENSP00000349259	SPTBN1	ENSG00000115306	0.0211608551378991	0.0003703961145242
9606.ENSP00000225430	RPL19	ENSG00000108298	0.0315508894086928	0.0001636211922942
9606.ENSP00000276202	DOCK11	ENSG00000147251	0.008268508948485	2.7763668890704074e-05
9606.ENSP00000257770	NT5E	ENSG00000135318	0.0064189740521133	0.0001032700793213
9606.ENSP00000253401	ARHGEF9	ENSG00000131089	0.0101180438448566	6.160832982396364e-05
9606.ENSP00000417182	DPCR1	ENSG00000168631	0.0055486046891149	1.7257061717073927e-05
9606.ENSP00000234160	GORASP2	ENSG00000115806	0.0114235978893542	0.0005648163814191
9606.ENSP00000373312	SEC13	ENSG00000157020	0.0231191862046455	0.0005910287274712
9606.ENSP00000440005	ARF1	ENSG00000143761	0.0296469564271337	0.0006872866867749
9606.ENSP00000269321	ARHGDIA	ENSG00000141522	0.0129467442746015	0.000105661372927
9606.ENSP00000355511	CHML	ENSG00000203668	0.0107708208671054	4.054164360846781e-05
9606.ENSP00000350199	AP1B1	ENSG00000100280	0.0200728934341511	0.0003063060012169
9606.ENSP00000361635	VDAC2	ENSG00000165637	0.018440950878529	0.0004713304351297
9606.ENSP00000272427	EXOC6B	ENSG00000144036	0.009356470652233	3.142936700447313e-05
9606.ENSP00000377027	TGFBRAP1	ENSG00000135966	0.0167002121525322	0.0002647429181621
9606.ENSP00000343325	PKN1	ENSG00000123143	0.0134363270412881	0.000118845004813
9606.ENSP00000405926	TMED7	ENSG00000134970	0.0054398085187401	1.3915977301721436e-05
9606.ENSP00000020673	PSD	ENSG00000059915	0.0039710602186803	1.878973875269872e-05
9606.ENSP00000317473	RABGGTB	ENSG00000137955	0.0069629549039873	0.0001658136452743
9606.ENSP00000431418	NTRK1	ENSG00000198400	0.0225208072675841	0.0007708042985779
9606.ENSP00000364631	FGD3	ENSG00000127084	0.0105532285263558	1.867281592494958e-05
9606.ENSP00000340935	DMP1	ENSG00000152592	0.0062013817113637	3.615797313152658e-05
9606.ENSP00000361949	PABPC4	ENSG00000090621	0.0233367785453952	0.0001603777253382
9606.ENSP00000276440	DOCK5	ENSG00000147459	0.0122939672523527	9.332476702840904e-05
9606.ENSP00000377280	FBXO8	ENSG00000164117	0.0062557797965511	2.361916782026607e-05
9606.ENSP00000270625	RPS11	ENSG00000142534	0.0385682423978675	0.0004287516933708
9606.ENSP00000360922	STAU1	ENSG00000124214	0.0285045966381983	0.0004800917514665
9606.ENSP00000365891	WAS	ENSG00000015285	0.0225208072675841	0.0002608565683155
9606.ENSP00000373600	LRRK1	ENSG00000154237	0.033346026219877	0.0006787800201308
9606.ENSP00000378217	PRKCD	ENSG00000163932	0.0183321547081542	0.0002385458318364
9606.ENSP00000329219	FMNL1	ENSG00000184922	0.0251863134417668	0.0003524740315398
9606.ENSP00000268035	IGF1R	ENSG00000140443	0.0210520589675243	0.0005518337483285
9606.ENSP00000364815	VARS	ENSG00000204394	0.0221944187564597	0.0002887839741883
9606.ENSP00000331748	RAB12	ENSG00000206418	0.0466735570907904	0.0012917459384043
9606.ENSP00000337261	ARHGEF1	ENSG00000076928	0.0095740629929826	4.865119485412311e-05
9606.ENSP00000335193	VPS39	ENSG00000166887	0.0170266006636566	0.0002192098041081
9606.ENSP00000359000	GBF1	ENSG00000107862	0.0127291519338519	0.000325877306368
9606.ENSP00000317790	SPTBN5	ENSG00000137877	0.0122395691671653	6.025453471089616e-05
9606.ENSP00000367355	ARHGEF35	ENSG00000213214	0.0084861012892346	1.5959256188288578e-05
9606.ENSP00000357178	INSRR	ENSG00000027644	0.0118043844856661	0.0001435761851533
9606.ENSP00000377250	MON2	ENSG00000061987	0.0126203557634771	0.0001191718118241
9606.ENSP00000264454	SEC22C	ENSG00000093183	0.0140891040635369	0.000146663458564
9606.ENSP00000466937	FHOD3	ENSG00000134775	0.0072893434151117	1.552089291447325e-05
9606.ENSP00000378721	SEC31A	ENSG00000138674	0.0097916553337322	0.0001702933355871
9606.ENSP00000404179	DOCK4	ENSG00000128512	0.0473263341130392	0.001316003855672
9606.ENSP00000364277	FGD1	ENSG00000102302	0.010988413207855	3.0342300757271208e-05
9606.ENSP00000481126	VPS11	ENSG00000160695	0.0103356361856062	7.678963265969116e-05
9606.ENSP00000297044	CYTH3	ENSG00000008256	0.0044606429853669	2.3068685994467702e-05
9606.ENSP00000263360	EED	ENSG00000074266	0.0985149322743839	0.008891237953108
9606.ENSP00000352603	AP4M1	ENSG00000221838	0.0112060055486046	0.0001893131523411
9606.ENSP00000257017	RAB33A	ENSG00000134594	0.0079421204373606	3.537490699695878e-05
9606.ENSP00000441913	ARHGEF28	ENSG00000214944	0.0149050753413479	0.0001012940615947
9606.ENSP00000346015	RPL27A	ENSG00000166441	0.0374802806941195	0.0002692565716364
9606.ENSP00000267512	RAB15	ENSG00000139998	0.0154490561932219	0.0001133905621413
9606.ENSP00000314030	DNAJA2	ENSG00000069345	0.0194745144970897	0.0002529419631451
9606.ENSP00000246554	COX6B1	ENSG00000126267	0.0100636457596692	7.182698590014681e-05
9606.ENSP00000429900	ASAP1	ENSG00000153317	0.0076157319262361	3.2642489201106473e-05
9606.ENSP00000295240	BBS5	ENSG00000163093	0.0097372572485448	6.949421977916066e-05
9606.ENSP00000338769	ASAP3	ENSG00000088280	0.0041342544742425	7.860752709173153e-06
9606.ENSP00000310244	RASGRP1	ENSG00000172575	0.0103356361856062	6.348780034357104e-05
9606.ENSP00000263245	ARFGAP3	ENSG00000242247	0.0076701300114235	4.850495529008109e-05
9606.ENSP00000440984	AP3B2	ENSG00000103723	0.0156122504487842	0.000187195642255
9606.ENSP00000341344	GGA1	ENSG00000100083	0.0045150410705543	3.698867389649274e-05
9606.ENSP00000265709	ANK1	ENSG00000029534	0.0116411902301039	0.0001544522825044
9606.ENSP00000409666	SUMO3	ENSG00000184900	0.057335581787521	0.0016296204714843
9606.ENSP00000324792	NFATC2IP	ENSG00000176953	0.0416689332535494	0.0007661316722253
9606.ENSP00000359871	ACADM	ENSG00000117054	0.0075069357558613	4.398952288727795e-05
9606.ENSP00000380432	INS	ENSG00000254647	0.0140347059783495	0.0006080572001399
9606.ENSP00000444645	CYFIP2	ENSG00000055163	0.0113691998041668	0.0001379161605389
9606.ENSP00000394071	GDI1	ENSG00000203879	0.0148506772561605	0.0001879391797895
9606.ENSP00000056217	ARHGEF5	ENSG00000050327	0.0091388783114834	4.196013776599281e-05
9606.ENSP00000353444	RAB5B	ENSG00000111540	0.0232823804602078	0.0003814094144816
9606.ENSP00000357669	NPR1	ENSG00000169418	0.0089212859707338	0.0001394569051774
9606.ENSP00000387282	AGFG1	ENSG00000173744	0.0057661970298645	4.0499696658767925e-05
9606.ENSP00000444957	AP1S2	ENSG00000182287	0.0077245280966109	4.97324723757455e-05
9606.ENSP00000437783	LDHC	ENSG00000166796	0.0089756840559212	4.113802989483906e-05
9606.ENSP00000306124	PRKCE	ENSG00000171132	0.0150138715117227	0.0001250590399967
9606.ENSP00000255082	ACY3	ENSG00000132744	0.000543980851874	5.130721481505818e-06
9606.ENSP00000219409	ARHGDIG	ENSG00000242173	0.0067453625632377	1.4016195029162658e-05
9606.ENSP00000329127	PRKCH	ENSG00000027075	0.0108252189522928	4.442261499828314e-05
9606.ENSP00000367686	PAK7	ENSG00000101349	0.0166458140673448	0.0002401562920389
9606.ENSP00000264161	DARS	ENSG00000115866	0.0093020725670456	8.337170345721794e-05
9606.ENSP00000251507	RABGAP1L	ENSG00000152061	0.0063645759669259	0.0001441362739693
9606.ENSP00000357564	RAB13	ENSG00000143545	0.0172441930044062	0.0001792879769157
9606.ENSP00000477781	TPT1	ENSG00000133112	0.0350323668606865	0.0008035131748403
9606.ENSP00000378324	DNAJA4	ENSG00000140403	0.0149050753413479	0.0001104795772164
9606.ENSP00000367343	GBA2	ENSG00000070610	0.0102268400152314	5.9608389352539246e-05
9606.ENSP00000380958	MBP	ENSG00000197971	0.0079421204373606	6.735317815328245e-05
9606.ENSP00000369038	EEF1E1	ENSG00000124802	0.011532394059729	4.921927496800835e-05
9606.ENSP00000226284	IBSP	ENSG00000029559	0.0066365663928629	4.890186028136519e-05
9606.ENSP00000426503	RNF4	ENSG00000063978	0.0700103356361856	0.0096672168646511
9606.ENSP00000383178	DIAPH3	ENSG00000139734	0.0103900342707936	6.662359842246973e-05
9606.ENSP00000281589	PABPC3	ENSG00000151846	0.017624979600718	0.0001124467761217
9606.ENSP00000244769	ATXN1	ENSG00000124788	0.0460207800685415	0.0026588729999477
9606.ENSP00000283426	PLEKHG4B	ENSG00000153404	0.018440950878529	0.0001905563720313
9606.ENSP00000356737	GORAB	ENSG00000120370	0.0010335636185606	0.0001208425614185
9606.ENSP00000362014	DNM1	ENSG00000106976	0.0226296034379589	0.0003781212579059
9606.ENSP00000356705	DNM3	ENSG00000197959	0.0196377087526519	0.0002723482637932
9606.ENSP00000377148	AP1G1	ENSG00000166747	0.0175705815155306	0.0002304906289312
9606.ENSP00000398131	GSPT1	ENSG00000103342	0.0229559919490833	0.000122737277168
9606.ENSP00000360985	ARFGEF2	ENSG00000124198	0.0097916553337322	0.0001068491911584
9606.ENSP00000290765	GSTT2B	ENSG00000133433	0.0121307729967905	0.0001160677612418
9606.ENSP00000346921	AK2	ENSG00000004455	0.0076157319262361	8.819955566104623e-05
9606.ENSP00000361803	SMAP2	ENSG00000084070	0.0096828591633574	0.0001004562600429
9606.ENSP00000376056	EEF1B2	ENSG00000114942	0.0139259098079747	6.019270761475255e-05
9606.ENSP00000328551	RAB28	ENSG00000157869	0.0240439536528314	0.0005353313520463
9606.ENSP00000482835	AP2B1	ENSG00000006125	0.0243703421639558	0.0005913279410948
9606.ENSP00000348349	MYO9A	ENSG00000066933	0.0301909372790077	0.0003035187141279
9606.ENSP00000316809	PITPNA	ENSG00000174238	0.0036990697927432	1.7939993201003668e-05
9606.ENSP00000379506	RPL14	ENSG00000188846	0.0324756568568786	0.0002410388633165
9606.ENSP00000356389	GINM1	ENSG00000055211	0.0020127291519338	2.916158177226166e-05
9606.ENSP00000367629	ARHGEF16	ENSG00000130762	0.0100636457596692	4.2625218952035314e-05
9606.ENSP00000321348	DIAPH2	ENSG00000147202	0.009356470652233	3.534647410748621e-05
9606.ENSP00000287600	PDE6D	ENSG00000156973	0.0100636457596692	0.0001003617933649
9606.ENSP00000315659	DNMBP	ENSG00000107554	0.0199640972637763	0.0001959840747762
9606.ENSP00000379891	AP1S3	ENSG00000152056	0.0055486046891149	8.120822205371468e-06
9606.ENSP00000359370	SEC31B	ENSG00000075826	0.0042430506446173	1.45900963076698e-05
9606.ENSP00000254878	HRSP12	ENSG00000132541	0.0074525376706739	9.050856947469392e-05
9606.ENSP00000262305	RAB11FIP3	ENSG00000090565	0.0033726812816188	7.679713334970032e-06
9606.ENSP00000356030	CD55	ENSG00000196352	0.0056574008594897	6.568152879426322e-05
9606.ENSP00000381876	DAAM2	ENSG00000146122	0.0201272915193385	7.622865882446654e-05
9606.ENSP00000434442	ARFGAP2	ENSG00000149182	0.0069629549039873	3.864946595444402e-05
9606.ENSP00000303830	INSR	ENSG00000171105	0.0175161834303432	0.0002764498428362
9606.ENSP00000355966	NEK2	ENSG00000117650	0.0141979002339117	0.0001864019659954
9606.ENSP00000348461	RAC1	ENSG00000136238	0.0419953217646738	0.0009650121660224
9606.ENSP00000354837	ARHGEF2	ENSG00000116584	0.0148506772561605	0.0001665752034094
